age,income,loan_amount,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_duration,interest_rate,default
32,37763,318030,375,22,4,6,0.17,48,20.5,1
43,30733,370568,700,3,7,12,0.55,60,7.65,0
54,127196,425411,333,1,7,6,0.07,12,7.04,1
38,106038,109697,797,13,1,9,0.34,60,18.79,0
66,52420,493075,815,4,6,12,0.73,12,15.11,1
48,155319,236572,627,20,9,12,0.87,48,15.26,0
42,169912,237842,397,1,4,7,0.58,36,19.56,1
40,36058,101299,665,14,8,0,0.25,24,21.81,0
41,49929,170746,762,10,2,5,0.25,48,8.26,0
55,177434,154177,327,21,0,1,0.59,60,15.22,0
45,101489,165811,685,9,3,0,0.42,60,21.24,0
38,99664,168041,572,19,6,11,0.21,12,22.2,0
60,193428,19497,426,29,0,9,0.76,24,9.32,1
35,92597,400032,501,0,1,6,0.23,48,5.29,0
53,21041,259204,820,18,4,5,0.34,24,8.12,0
52,93209,386059,586,13,8,4,0.11,24,23.8,0
62,167131,262471,749,24,0,14,0.68,48,13.17,0
26,114864,97019,387,25,3,4,0.3,12,12.21,0
55,190794,195326,617,22,2,8,0.26,12,3.29,0
47,163620,114017,318,28,4,8,0.32,12,4.12,0
61,161150,485911,406,21,4,11,0.84,36,17.71,1
51,151491,336529,757,13,9,11,0.52,24,15.98,0
49,181562,223220,610,0,1,5,0.19,36,15.66,0
20,130158,110153,711,24,4,12,0.75,12,5.43,0
20,176409,38826,797,28,8,14,0.24,48,10.75,0
45,16468,115034,543,8,4,2,0.42,24,20.87,0
61,39309,461581,679,16,9,6,0.56,48,6.85,0
32,87255,89242,814,13,1,3,0.58,60,22.42,0
58,96899,390210,506,12,6,4,0.11,24,5.67,0
40,43718,55100,693,12,5,6,0.8,48,6.72,0
57,183913,226171,320,5,6,14,0.48,12,13.51,0
28,192732,392314,826,6,7,11,0.94,36,23.8,0
65,121553,402575,642,1,9,6,0.7,48,10.25,1
49,65281,363349,501,25,4,14,0.94,60,17.48,1
53,128451,17809,419,7,1,9,0.46,12,15.95,0
50,15767,69450,688,23,6,7,0.18,60,6.29,0
41,149967,305572,836,5,6,0,0.7,36,8.46,0
56,73026,493206,533,24,7,4,0.75,60,23.46,0
51,133142,339934,619,2,6,14,0.82,48,7.07,1
45,57968,116126,479,17,9,11,0.32,48,18.29,0
54,186169,357465,667,17,6,8,0.51,12,24.22,0
24,161404,269237,375,21,8,14,0.82,36,5.63,1
21,160693,49498,795,22,7,6,0.83,36,11.78,0
54,91870,121251,821,5,1,10,0.07,24,7.93,0
18,33174,45985,500,10,1,11,0.65,24,7.87,0
18,139357,299153,645,2,6,12,0.59,48,5.62,0
64,114189,480310,782,15,9,1,0.13,60,17.29,0
37,55502,395659,518,4,9,0,0.89,60,19.42,0
36,51674,22718,359,23,2,7,0.45,12,17.89,0
46,52260,283849,849,21,0,8,0.66,36,23.34,0
27,188570,354762,520,1,8,9,0.84,48,6.2,1
35,195536,67598,801,14,2,4,0.17,60,10.04,0
45,86805,345022,432,15,0,13,0.82,24,10.58,1
52,32194,279383,352,6,5,10,0.7,48,8.11,1
60,172883,313766,749,15,3,5,0.81,12,6.13,0
64,87377,51665,361,23,0,14,0.5,48,13.71,1
48,145864,299418,322,3,3,1,0.08,60,21.36,0
44,58723,409635,343,27,7,10,0.65,12,24.0,1
28,91298,375512,346,15,6,4,0.39,24,5.85,0
66,74238,151075,323,16,0,11,0.41,24,21.11,1
66,120433,166938,388,1,9,3,0.45,60,21.14,0
55,122092,158060,473,15,8,7,0.49,12,11.56,0
22,17147,454110,418,3,5,7,0.65,24,5.42,1
25,53445,375707,477,6,1,13,0.7,12,24.78,1
51,199875,226516,641,17,2,4,0.75,48,17.42,0
65,121170,141746,358,5,6,10,0.65,36,24.61,1
69,148085,206610,737,17,2,7,0.77,36,13.64,0
29,100617,360247,727,27,2,5,0.16,36,11.69,0
55,68502,71446,725,6,4,9,0.8,24,8.44,0
18,132116,34072,680,1,2,5,0.4,60,24.64,0
48,52755,38717,785,18,2,12,0.53,36,8.57,0
21,154805,223417,484,8,4,14,0.44,60,3.52,1
66,24479,162723,759,28,4,12,0.48,36,14.27,0
62,90361,384346,401,3,8,3,0.31,48,11.3,0
67,167376,442507,314,13,0,9,0.2,36,8.75,1
22,181766,389533,350,4,0,11,0.14,60,16.96,1
47,139232,114525,608,24,8,10,0.46,24,11.01,0
41,120586,461566,333,6,4,2,0.16,48,11.85,1
20,96171,218092,504,7,3,8,0.27,60,3.51,0
28,129151,9646,369,14,1,4,0.17,12,15.96,0
62,101296,306857,529,26,8,9,0.15,36,5.69,0
21,155562,335080,779,18,5,9,0.84,48,7.7,1
43,167324,180403,832,26,8,3,0.66,24,18.78,0
44,152934,289329,407,10,4,5,0.88,12,9.89,0
63,84959,351407,540,19,3,13,0.63,36,6.59,1
60,156522,234728,550,22,6,3,0.81,48,15.7,0
44,71022,57107,434,3,4,14,0.55,60,7.73,0
59,76991,249865,389,17,7,5,0.47,36,8.96,0
68,186999,464770,739,13,7,9,0.53,48,16.67,0
67,64853,284707,597,25,1,7,0.34,36,19.28,0
23,46826,75729,706,5,4,7,0.64,48,19.27,0
32,57879,282845,607,24,9,11,0.86,60,13.61,0
47,87361,205144,401,15,7,5,0.75,36,12.99,0
59,92990,446433,660,17,2,0,0.47,48,20.33,0
54,104787,442826,827,0,6,12,0.91,12,7.25,1
54,55736,220494,592,7,2,0,0.94,24,6.35,0
59,39530,257615,445,0,5,13,0.49,48,17.62,1
54,193130,448347,703,0,1,2,0.83,48,12.01,0
52,121080,133331,301,18,5,1,0.05,48,18.62,0
40,89255,165482,418,20,5,0,0.11,36,8.65,0
23,150958,104280,490,28,7,0,0.07,24,10.15,0
21,141598,194787,302,27,4,11,0.75,36,22.73,1
35,133623,43665,786,24,0,11,0.12,48,12.28,0
26,52387,283101,476,26,7,11,0.07,48,16.0,1
66,167647,446343,556,9,8,5,0.18,24,5.35,0
46,127260,461805,833,17,0,6,0.33,12,6.93,0
30,185715,313152,776,11,4,14,0.47,36,3.79,0
64,156172,329064,697,27,5,7,0.11,12,12.34,0
69,153928,264285,795,16,3,2,0.5,48,24.76,0
34,184241,168947,519,0,1,0,0.27,48,22.23,0
62,174876,118828,472,7,4,4,0.3,60,16.92,0
49,181862,390996,689,9,3,7,0.79,60,21.94,1
65,45988,137698,801,25,6,11,0.94,12,16.07,0
39,91448,95815,559,9,5,10,0.47,60,11.11,0
21,184578,199894,430,17,2,13,0.34,24,6.82,1
22,128430,469981,412,28,8,10,0.89,12,17.37,1
54,158377,208485,319,8,3,3,0.5,60,7.25,0
58,156041,169714,514,24,4,1,0.71,60,12.18,0
66,27404,305455,609,1,2,8,0.42,24,21.17,0
30,155061,37356,550,2,7,11,0.23,24,5.84,0
51,182055,270953,787,1,6,12,0.64,12,5.84,0
62,185534,441587,681,5,6,8,0.65,36,7.94,1
39,34360,302019,708,22,7,2,0.46,24,15.14,0
40,100657,246121,570,11,6,6,0.29,60,8.54,0
68,172359,276609,706,21,2,12,0.8,12,14.07,0
20,49160,202167,493,18,2,0,0.3,36,9.64,0
59,21789,340988,740,27,1,7,0.64,12,14.14,1
51,173253,201322,612,14,0,7,0.4,60,9.11,0
49,160457,354033,378,18,4,12,0.48,36,24.56,1
62,97597,20250,479,11,3,2,0.24,36,13.84,0
68,80641,51023,313,17,1,11,0.63,24,19.36,1
66,59247,106350,545,15,0,14,0.25,48,18.41,0
38,101673,182696,313,1,2,4,0.49,60,13.79,0
63,20544,21427,398,10,5,3,0.35,48,8.25,0
61,159347,431492,332,11,1,6,0.92,60,14.24,1
38,78248,338787,735,4,9,10,0.93,12,17.98,1
61,49550,215084,556,26,6,6,0.73,48,13.12,0
28,68693,139511,333,26,6,10,0.94,36,4.8,1
56,143924,484064,318,23,2,7,0.15,24,3.4,1
21,165713,223403,559,5,0,4,0.94,60,10.21,0
68,95021,83672,715,24,8,12,0.14,24,6.3,0
18,30605,477919,436,10,4,10,0.42,60,22.94,1
45,65713,22300,658,20,1,4,0.27,36,6.87,0
41,166462,327433,415,9,7,7,0.91,36,11.67,1
52,90403,415398,703,3,9,4,0.62,36,18.67,0
30,73466,468723,501,8,9,12,0.59,36,20.94,0
64,18981,449128,675,11,3,13,0.95,36,13.51,1
51,155565,425125,549,9,9,12,0.6,24,6.98,0
28,130631,24659,745,26,6,0,0.63,12,8.96,0
53,134238,167475,577,13,4,10,0.09,48,12.22,0
68,110335,250259,411,4,2,2,0.82,24,11.02,0
34,122441,431802,772,0,9,1,0.92,48,10.67,0
52,31984,15360,691,4,7,11,0.91,12,5.9,0
35,140580,288568,442,15,1,9,0.25,60,23.09,0
57,126316,103035,331,4,0,4,0.25,12,3.65,0
39,168832,53791,480,4,4,12,0.38,12,12.68,1
41,147596,401281,815,28,3,7,0.33,60,24.57,0
36,133454,204867,568,17,9,14,0.33,48,17.51,0
54,64402,279444,535,28,6,8,0.59,36,10.82,0
56,106656,38370,576,5,8,8,0.78,60,6.21,0
38,80614,205903,574,20,5,0,0.89,60,24.21,0
25,181963,32209,385,17,0,0,0.11,12,3.31,0
45,106009,288071,362,27,7,0,0.3,60,17.99,0
22,185904,39579,703,9,1,0,0.28,24,22.36,0
34,60836,276176,491,14,3,8,0.37,36,3.55,0
54,159434,98254,592,29,2,0,0.43,12,18.95,0
53,183993,345557,330,23,5,6,0.4,48,24.97,1
36,164634,438947,629,21,1,5,0.91,48,17.07,0
44,146049,118528,406,10,4,8,0.44,48,12.12,1
51,91407,228274,575,25,8,10,0.55,48,22.24,0
28,22610,451983,381,27,2,8,0.72,48,15.19,1
62,124381,391060,363,26,1,3,0.7,12,19.49,1
64,30791,243292,428,18,1,8,0.57,24,15.93,1
29,73047,339446,555,24,8,13,0.82,24,3.84,1
38,165737,186026,530,12,5,14,0.61,48,7.69,0
28,85246,253342,796,26,1,12,0.84,24,4.73,1
56,192523,224437,436,26,2,13,0.32,36,5.35,0
45,101148,352901,754,29,0,5,0.17,24,3.34,0
22,60890,423318,654,19,1,4,0.79,60,12.27,0
34,152866,432649,784,2,1,8,0.39,48,6.93,0
37,47888,283076,445,15,1,14,0.64,60,21.83,1
58,152821,292858,332,6,6,6,0.71,60,19.5,1
63,61531,62803,559,11,2,8,0.34,48,15.61,0
29,130652,437959,386,28,3,4,0.5,12,13.76,0
23,35608,138624,564,14,1,3,0.86,24,8.63,0
34,95986,61627,841,29,4,9,0.84,36,13.45,0
68,98996,182059,691,7,8,2,0.72,12,17.11,0
36,71017,346954,531,22,8,4,0.74,36,20.21,0
43,72676,50380,746,16,6,8,0.86,48,4.8,0
65,26560,165322,428,0,7,2,0.71,24,18.59,1
61,65468,204416,570,28,4,0,0.36,12,19.34,0
61,178535,331830,388,20,4,1,0.16,48,15.3,0
69,177735,387465,765,29,2,9,0.43,12,7.72,0
49,48123,312172,469,7,5,4,0.13,60,14.86,0
23,109346,151367,427,13,0,2,0.15,24,14.06,0
53,155790,380285,473,9,2,5,0.91,24,13.47,1
55,15028,322392,325,26,1,14,0.66,48,13.13,1
28,62599,478421,810,18,6,14,0.82,48,5.44,1
50,163469,277667,787,7,8,10,0.63,48,7.02,0
41,60406,312674,705,18,3,7,0.43,24,5.14,0
40,62657,264125,325,3,6,5,0.07,60,8.33,0
32,82560,18769,382,9,7,9,0.91,24,8.8,1
44,119143,461258,663,22,9,8,0.11,48,8.39,0
28,159575,117035,666,2,1,14,0.6,36,7.64,0
68,69943,180717,359,3,6,5,0.14,60,19.18,0
67,90839,226815,591,15,2,13,0.31,24,21.01,0
34,97674,460358,490,23,7,4,0.22,36,10.2,0
68,40345,236832,760,3,5,3,0.55,60,9.71,0
31,65390,161629,532,24,2,1,0.85,24,21.57,0
44,74557,239799,773,19,7,5,0.62,48,16.73,0
35,16906,346926,704,28,2,1,0.65,24,9.46,0
45,186239,345526,570,29,8,4,0.87,60,18.7,0
68,22961,173157,433,19,2,0,0.72,48,10.58,0
64,172212,448924,470,12,0,2,0.83,12,15.9,1
64,134289,449573,714,20,1,9,0.42,36,24.84,0
21,92567,378083,327,16,3,4,0.83,48,9.64,1
24,95664,149542,435,22,1,12,0.63,48,23.47,1
62,96199,345856,704,24,3,12,0.17,60,10.05,0
52,114764,123643,804,15,3,6,0.08,60,14.89,0
65,137357,374561,540,27,3,7,0.27,36,13.12,0
26,95729,215154,743,24,0,6,0.39,60,20.23,0
25,174633,142877,733,16,8,6,0.8,48,4.34,0
69,65568,218396,527,5,9,10,0.72,36,16.8,0
62,124349,395400,808,2,6,14,0.91,36,19.73,0
34,88302,230956,602,19,1,1,0.55,24,13.39,0
34,109968,460244,333,23,2,5,0.72,48,5.32,1
66,175576,186844,301,3,7,4,0.3,48,8.39,0
50,131116,450320,661,7,6,10,0.66,60,17.95,1
49,52146,471832,494,19,3,14,0.69,48,22.7,1
25,55297,106422,607,8,3,8,0.81,60,12.28,0
36,101394,356444,549,21,8,11,0.53,48,15.33,0
55,142173,273774,446,0,4,9,0.63,24,8.02,1
20,140942,391618,645,12,4,10,0.23,48,12.07,0
22,31939,366013,647,25,6,3,0.71,24,10.41,0
30,196787,282845,553,1,0,11,0.8,48,17.42,1
64,59460,150931,698,22,2,6,0.58,48,24.66,0
63,158738,419399,633,9,1,10,0.15,12,20.89,0
48,77119,438654,475,22,9,7,0.33,48,7.23,1
33,181393,364429,424,18,5,13,0.48,24,15.71,1
67,147851,122556,697,16,5,5,0.66,36,4.46,0
49,159258,233495,430,23,9,2,0.34,24,8.43,0
39,162531,259809,706,12,0,10,0.81,48,6.79,0
46,20057,440460,633,28,5,4,0.38,60,10.38,0
39,164805,210384,319,25,9,0,0.09,12,17.93,0
60,34157,20021,504,13,1,13,0.76,60,13.99,0
20,50030,205935,654,26,3,12,0.63,12,23.52,0
27,165685,453781,472,10,5,7,0.77,12,7.68,1
59,123612,446259,488,9,2,11,0.36,60,11.01,1
38,130080,209222,301,6,2,11,0.07,48,10.26,0
33,98028,69361,467,9,2,11,0.12,24,8.19,0
29,151260,399461,667,23,3,10,0.15,60,24.85,0
19,44680,439227,835,0,8,1,0.77,36,11.52,0
58,117302,277499,669,13,3,12,0.32,12,23.69,0
41,51445,103841,736,2,3,9,0.95,24,11.59,0
52,20796,446908,506,12,3,6,0.73,36,7.49,0
47,62218,185076,348,1,6,8,0.59,24,5.62,1
47,185203,251300,843,16,4,0,0.94,48,21.82,0
64,154195,165786,428,20,1,12,0.33,36,3.71,1
52,154294,22198,746,2,6,3,0.2,60,24.22,0
36,39074,334095,334,25,2,6,0.71,24,12.2,1
67,131088,399868,498,14,0,13,0.3,60,8.44,1
25,175897,441841,376,7,8,8,0.91,60,16.58,1
43,51839,263466,668,5,4,1,0.94,24,5.92,0
66,122112,484198,825,25,9,1,0.88,24,4.59,0
57,142514,23740,648,29,0,5,0.9,12,21.21,0
24,83322,270954,805,8,0,2,0.6,12,12.34,0
47,71321,390887,537,24,0,3,0.67,36,14.4,0
24,125100,414785,579,10,8,2,0.13,36,6.89,0
20,172060,263308,731,21,7,12,0.74,36,4.35,0
18,50507,104855,437,1,5,0,0.23,12,11.09,0
53,114244,215192,568,8,9,13,0.81,60,14.14,0
42,140788,293927,500,17,5,13,0.92,48,19.84,0
54,110251,126701,441,18,5,5,0.24,48,14.02,0
18,38806,497281,654,21,3,10,0.12,24,20.22,0
32,145364,345191,628,17,4,10,0.49,12,5.54,0
54,51901,276615,530,4,9,12,0.76,24,4.41,0
30,163115,115771,607,17,2,1,0.74,48,6.49,0
57,155824,11163,445,11,2,1,0.68,24,19.98,1
25,188688,461303,451,3,9,6,0.79,12,19.71,1
22,67127,329215,439,14,6,4,0.21,12,6.11,0
26,15453,21065,320,10,4,7,0.64,12,3.68,1
18,90432,389467,553,26,7,13,0.6,48,18.08,0
53,137872,246262,363,18,4,1,0.19,12,21.82,0
52,102362,385113,517,4,3,12,0.42,36,19.59,0
19,25976,350600,371,5,2,9,0.82,36,7.46,1
57,129176,253924,461,12,1,7,0.92,12,15.84,1
40,114122,184420,429,22,2,6,0.65,36,19.66,1
26,85404,286298,524,9,6,12,0.88,12,8.63,0
51,96932,372847,753,23,7,9,0.17,48,14.61,0
63,112170,25229,683,24,4,13,0.93,36,9.92,0
31,92707,319731,406,13,0,7,0.08,48,7.96,1
21,179760,255470,402,3,2,10,0.52,36,24.33,0
47,108789,316857,440,19,3,2,0.31,60,23.08,0
48,111516,163069,433,22,9,7,0.78,60,12.8,1
55,148089,26101,498,11,3,14,0.25,48,6.01,0
28,22957,45391,809,14,0,5,0.06,36,19.01,0
52,122724,211935,378,25,9,1,0.42,60,8.63,0
25,150864,77723,781,9,8,5,0.11,12,6.71,0
20,28237,231293,811,10,9,4,0.31,24,11.39,0
31,66586,195477,549,8,3,2,0.63,60,14.66,0
30,34252,171020,782,10,1,0,0.32,60,5.14,0
62,156779,367408,471,1,8,6,0.27,12,15.58,1
49,180278,451247,316,12,3,1,0.19,60,3.34,0
51,18543,305065,593,26,3,0,0.17,60,22.62,0
62,190207,470787,693,21,5,0,0.52,60,23.26,0
36,119647,475223,797,25,7,6,0.66,36,19.13,0
55,50031,295604,518,25,4,11,0.46,60,13.26,0
33,189001,419287,533,7,7,0,0.16,24,8.61,0
19,80747,202190,689,28,0,8,0.63,36,19.37,0
57,70311,184354,547,20,3,5,0.55,36,23.5,0
34,80867,96725,351,20,0,3,0.39,48,6.49,0
51,103780,325589,314,7,2,11,0.35,60,13.25,1
59,72196,217139,623,0,6,3,0.21,24,9.94,0
33,88705,349352,740,5,0,14,0.18,24,10.85,0
55,72894,453032,411,25,4,12,0.35,48,11.93,1
19,102640,373427,306,12,0,11,0.09,24,23.94,1
19,29591,90779,544,8,5,13,0.44,36,8.69,0
43,112247,8060,747,27,8,4,0.59,12,13.84,0
30,194965,130806,664,5,2,1,0.9,36,23.93,0
64,15727,280875,666,14,5,4,0.61,12,13.47,0
48,167431,344974,586,22,3,1,0.61,24,22.0,0
51,58822,120871,405,15,5,11,0.39,60,4.29,0
56,118399,25719,312,3,1,3,0.17,12,23.97,0
20,127113,445258,445,27,3,9,0.45,36,7.13,1
25,145431,54116,777,25,6,10,0.59,36,24.56,0
40,157001,31325,414,16,5,13,0.7,36,6.86,1
31,143588,420813,808,8,8,4,0.79,36,12.78,0
44,75091,465655,451,11,6,5,0.28,48,9.79,0
46,169591,19551,356,21,0,5,0.27,24,12.53,0
56,163465,360431,681,18,5,8,0.56,60,8.51,0
56,180390,291422,456,19,2,3,0.56,48,24.24,0
18,109192,489405,432,25,7,12,0.25,24,9.73,1
34,194006,20141,462,11,0,13,0.58,12,17.37,1
58,125805,335057,574,21,9,4,0.36,48,6.02,0
47,174912,300759,376,5,1,5,0.63,48,21.14,1
30,133089,127058,343,11,2,3,0.31,48,14.94,0
38,104367,198823,849,8,2,5,0.58,48,24.55,0
36,28265,117684,617,19,6,1,0.74,12,12.31,0
36,151496,294596,833,4,7,11,0.93,36,7.3,0
42,166697,420941,453,20,8,12,0.87,48,10.61,1
39,94622,55391,536,2,6,6,0.5,24,19.21,0
48,175259,125288,816,1,7,2,0.49,36,17.5,0
34,50929,211132,520,7,5,13,0.44,12,20.12,0
40,76892,118535,609,9,1,9,0.07,60,4.62,0
49,166611,147770,476,14,0,3,0.2,12,15.77,0
27,71630,244947,519,8,2,8,0.1,60,23.51,0
27,155287,91711,337,9,8,14,0.68,24,5.37,1
53,185457,344994,730,10,6,14,0.42,60,5.08,0
25,146025,376877,502,28,1,11,0.11,48,18.77,0
69,102580,269509,747,8,0,14,0.67,36,9.93,0
37,92462,233625,794,13,1,12,0.63,36,17.49,0
49,128396,364806,424,4,2,4,0.7,48,15.0,1
67,112037,48372,364,26,5,8,0.59,36,24.69,1
31,110310,49134,543,8,8,9,0.2,12,22.56,0
67,171080,304967,826,3,7,12,0.11,48,17.92,0
45,63928,76158,525,1,9,9,0.79,48,8.76,0
63,104876,363220,764,18,8,9,0.24,36,8.76,0
69,39976,242159,592,0,7,11,0.54,60,22.41,0
41,139984,138021,680,20,6,9,0.49,24,15.88,0
32,173698,54396,465,0,5,5,0.88,60,20.36,1
39,113256,375480,517,11,7,7,0.55,12,12.9,0
47,115537,36912,574,10,5,4,0.57,48,5.27,0
21,150772,61947,351,0,1,4,0.34,48,10.32,0
30,124331,495913,673,13,8,2,0.91,12,6.55,0
40,22526,49387,662,26,8,6,0.6,24,20.2,0
25,118863,462181,313,10,2,1,0.05,48,18.41,0
35,185572,283652,639,28,8,10,0.55,60,4.95,0
29,88366,312736,838,6,1,11,0.38,12,16.67,0
48,71096,114249,388,1,2,2,0.08,48,22.23,0
31,153982,6919,340,14,5,14,0.44,60,18.34,0
51,86185,309739,603,7,3,1,0.75,12,14.24,0
35,65248,145689,567,21,7,14,0.5,12,9.86,0
51,148023,473484,437,19,0,12,0.63,12,22.52,1
28,94888,38298,305,24,5,7,0.63,24,12.3,1
58,109533,242225,541,14,1,3,0.65,12,21.82,0
29,56954,405145,461,25,5,9,0.4,36,20.23,1
66,104719,238725,817,7,0,7,0.38,36,20.96,0
32,154876,281600,700,28,1,7,0.05,12,24.78,0
48,15595,114599,455,9,8,7,0.19,48,19.47,0
66,44592,353820,384,18,5,7,0.91,36,3.75,1
46,55643,88721,309,2,7,7,0.81,60,7.52,1
43,77665,305068,437,19,6,11,0.3,60,3.77,1
35,166895,291384,455,13,8,8,0.41,48,7.18,0
49,20972,354525,707,8,8,1,0.9,60,4.35,0
39,30882,276372,524,8,3,8,0.28,48,14.04,0
55,169841,288830,483,20,6,7,0.53,60,3.62,1
34,40020,16920,494,27,4,10,0.07,12,13.4,1
40,188820,12432,695,24,6,9,0.61,60,22.77,0
41,117621,461791,433,5,3,0,0.89,12,19.47,1
67,100374,115507,608,7,9,13,0.85,60,23.77,0
25,59912,397653,841,10,0,4,0.5,60,7.99,0
58,27879,338869,308,7,3,10,0.63,60,14.68,1
23,48798,229647,469,11,9,1,0.56,12,10.01,0
22,122791,169982,589,9,2,9,0.11,60,13.86,0
61,192145,126764,467,22,8,4,0.19,60,15.26,0
46,90791,166298,643,3,4,12,0.92,24,3.8,1
45,81983,209222,796,15,3,14,0.28,12,8.13,0
28,189077,326243,444,19,7,7,0.4,36,18.51,1
18,148922,117557,712,5,4,8,0.51,48,20.0,0
60,174472,353904,756,29,2,8,0.93,24,15.53,1
36,26953,23013,601,8,1,0,0.67,60,8.96,0
26,121410,26446,345,22,7,6,0.62,36,11.91,1
44,140155,372353,316,4,1,11,0.52,36,5.11,1
51,169607,206447,659,20,7,10,0.68,60,23.97,0
61,96029,460725,560,23,4,7,0.65,60,22.11,1
21,19055,107261,422,5,7,9,0.86,24,4.44,1
53,53170,362883,530,16,4,2,0.54,12,6.66,0
35,114976,267701,411,16,0,12,0.43,24,15.78,0
32,43251,428882,545,24,1,5,0.78,12,8.11,0
68,150604,173461,690,23,5,10,0.77,36,23.56,0
30,150996,183772,691,21,2,2,0.2,48,19.62,0
36,63037,135878,627,12,7,8,0.26,60,9.01,0
66,107115,104143,514,16,4,12,0.91,24,3.13,0
23,92926,29578,666,13,2,2,0.45,36,20.59,0
65,85400,79779,381,1,9,1,0.52,24,12.33,0
29,114525,145668,375,25,6,8,0.33,12,17.13,1
68,116164,324644,826,18,7,14,0.48,60,9.31,0
54,156774,77534,802,25,3,10,0.72,12,6.14,0
34,121732,277273,778,27,8,12,0.48,12,17.86,0
40,30385,461610,671,2,5,13,0.33,12,12.91,0
43,24336,202118,564,1,0,7,0.14,36,8.17,0
46,80421,278740,563,27,4,7,0.89,60,6.03,0
50,177297,70355,409,1,4,1,0.83,48,15.77,1
44,51021,17974,606,21,6,5,0.76,24,18.96,0
42,149854,202745,499,6,6,12,0.67,12,9.25,1
27,132369,379148,525,3,5,12,0.51,60,19.17,0
64,64111,256366,484,16,7,4,0.86,24,7.03,0
40,104402,393938,330,5,1,13,0.76,60,10.45,1
38,134774,491649,398,6,6,11,0.78,24,19.39,1
38,57719,337346,638,19,9,1,0.33,60,17.52,0
60,195109,79442,565,5,6,4,0.43,48,8.95,0
30,140695,157890,649,8,3,3,0.69,60,5.69,0
54,149585,441462,843,19,9,8,0.38,60,3.93,0
50,159407,60598,756,27,1,11,0.49,12,21.43,0
41,190212,138726,387,29,3,0,0.63,12,4.65,0
61,119126,38758,362,25,3,5,0.44,12,5.53,0
28,92658,291348,686,3,5,6,0.76,60,8.23,0
34,180912,132309,758,25,6,14,0.15,48,12.8,0
21,46007,171000,568,27,2,11,0.7,24,20.38,0
64,121833,189681,645,4,9,5,0.18,12,8.44,0
42,133637,35552,377,18,0,4,0.89,36,14.96,0
47,135721,408552,664,9,2,11,0.33,60,4.99,0
26,108220,314181,313,17,8,3,0.77,48,13.22,1
38,41393,152278,435,14,0,4,0.52,48,6.91,0
37,72480,39831,603,24,7,8,0.13,12,7.65,0
36,132243,48563,696,28,1,4,0.57,12,11.07,0
36,103290,23361,378,0,5,9,0.87,36,19.75,1
29,119263,308479,717,4,2,14,0.19,36,19.37,0
54,155179,79469,541,4,6,7,0.34,12,12.13,0
59,20993,30816,350,7,1,6,0.45,24,5.61,1
34,108650,262422,683,21,3,3,0.3,12,9.18,0
54,132595,151691,674,21,9,9,0.9,12,14.12,0
65,67066,239295,505,21,8,4,0.39,48,22.13,0
56,126850,97479,788,19,5,6,0.64,12,24.3,0
45,57942,31819,680,14,3,5,0.25,12,17.02,0
58,31138,409957,610,16,1,12,0.25,12,10.72,0
52,133558,389474,674,18,9,2,0.21,24,18.26,0
64,190599,13798,341,28,8,9,0.44,48,10.4,1
65,24190,161215,832,12,3,14,0.53,60,16.76,0
35,107259,316839,821,25,8,2,0.06,60,8.36,0
31,93422,430963,452,27,1,1,0.8,60,8.87,1
52,97315,248942,611,26,6,13,0.51,60,4.65,0
61,44086,235259,593,21,4,2,0.19,48,12.24,0
58,163394,134544,412,20,7,10,0.11,12,16.6,1
24,140604,157254,411,9,7,9,0.11,60,20.35,0
58,115814,258800,474,16,3,12,0.28,12,20.83,0
30,134324,14415,601,4,3,0,0.5,60,24.83,0
35,143921,409301,815,17,7,12,0.82,24,4.93,1
54,18435,413224,520,16,2,8,0.86,12,13.85,1
30,116505,92638,470,3,6,1,0.8,48,14.47,0
53,68331,23452,617,21,7,11,0.35,24,20.7,0
48,175014,462291,512,6,7,12,0.33,24,8.86,0
19,175131,406336,552,24,9,2,0.94,48,4.53,0
33,128457,200457,423,4,3,4,0.66,24,9.9,1
26,67389,471572,512,7,8,9,0.32,12,24.65,0
26,68014,115205,384,7,9,11,0.35,36,22.79,1
55,178898,23170,815,10,3,3,0.44,36,11.7,0
28,45297,21259,364,8,7,12,0.61,60,22.28,1
39,58890,289243,617,18,5,4,0.86,60,3.72,0
50,36322,145721,645,18,4,5,0.23,12,9.91,0
53,50739,134394,542,8,3,4,0.13,48,18.99,0
62,155791,494007,436,22,4,9,0.42,12,7.87,1
40,94553,326402,546,19,0,0,0.27,60,7.36,0
62,23314,177109,740,16,6,5,0.57,24,21.96,0
62,108831,278949,344,15,7,8,0.68,12,16.55,1
51,90164,259599,388,6,8,2,0.33,12,24.76,0
26,122658,48147,527,25,2,14,0.67,48,5.96,0
41,92028,79280,590,21,8,1,0.36,60,10.83,0
25,51113,182125,721,2,9,5,0.62,12,9.85,0
24,132174,373921,366,29,4,11,0.62,24,22.36,1
53,161429,102841,550,20,9,13,0.3,24,8.62,0
35,35365,489609,340,18,5,2,0.62,36,10.78,1
20,54029,129726,398,7,0,3,0.39,60,6.14,0
45,16737,395503,605,4,8,5,0.35,24,20.06,0
23,146042,81215,755,25,8,11,0.31,48,8.23,0
61,100474,117909,600,25,5,12,0.36,60,4.5,0
61,93218,362509,498,5,7,11,0.76,24,12.57,1
38,173571,278129,787,1,3,5,0.27,12,11.61,0
