booking_id,airline,source_city,destination_city,ticket_class,stops,date_of_booking,dep_time,duration,days_until_flight,ticket_price,app_name,app_category,app_rating,reviews,app_size,installs,app_price,content_rating,last_updated,supported_device
BK05347,SereneAir,Peshawar,Istanbul,Economy,non-stop,07/10/2022,13:50,16h 25m,133,21569,Rose and Sons App,Education,2.0,420868,,"500,000+",$0.99,Teen,"June 27, 2021",iOS
BK04100,PIA,Quetta,New York,Economy,non-stop,14/12/2024,00:15,13h 55m,123,41150,Daniel-Sparks App,Education,2.8,3162674,16.9M,"10,000,000+",$4.99,Teen,"July 13, 2024",iOS
BK06279,Turkish Airlines,Karachi,New York,Business,non-stop,17/04/2023,05:30,16h,51,67398,"Wells, Ware and Krause App",Education,2.8,1186059,214k,"50,000+",0,Everyone,"October 3, 2021",Both
BK00838,Emirates,Multan,Kuala Lumpur,Economy,non-stop,23/01/2022,18:30,8h 30m,34,24615,Arnold LLC App,Health,3.2,4415226,403k,"50,000+",0,Teen,"March 27, 2024",Android
BK06500,AirBlue,Lahore,Kuala Lumpur,Economy,2 stops,18/02/2021,01:30,18h 30m,176,29666,Martin-Johnson App,Social,4.9,4132137,544k,"500,000+",0,Everyone,"September 21, 2020",iOS
BK00293,Emirates,Islamabad,New York,Business,non-stop,16/08/2023,00:50,15h 15m,1,83209,Gross-Roberts App,Entertainment,2.4,4097211,571k,"100,000+",0,Teen,"February 23, 2024",iOS
BK00699,Turkish Airlines,Lahore,Dubai,Economy,non-stop,03/09/2022,15:10,7h 25m,54,25105,"Kirk, Peters and Kim App",Travel,2.4,4482930,541k,"1,000,000+",0,Adults Only 18+,"April 5, 2023",Both
BK05145,SereneAir,Peshawar,London,First,1 stop,19/11/2023,21:00,18h,174,163722,Brooks-Henderson App,Health,1.3,2703043,42.9M,"500,000+",$1.49,Mature 17+,"November 3, 2022",Android
BK04904,AirBlue,Quetta,Toronto,Economy,1 stop,01/02/2024,07:10,14h 50m,167,31394,Ward LLC App,Travel,1.6,48764,46.5M,"500,000+",0,Everyone,"September 16, 2023",Both
BK07297,Turkish Airlines,Quetta,Toronto,First,1 stop,17/10/2023,13:20,8h 25m,9,161719,Huffman Inc App,Education,4.2,835226,2.7M,"100,000+",0,Everyone,"July 1, 2021",Android
BK06514,SereneAir,Quetta,Toronto,Economy,2 stops,12/05/2024,21:00,1h 55m,122,23896,"Park, Lawrence and Garrison App",Business,2.4,2185727,59.9M,"5,000,000+",0,Everyone,"October 23, 2024",Both
BK03970,FlyJinnah,Quetta,Dubai,First,1 stop,20/07/2024,06:10,6h 15m,90,156519,Davis-Richards App,Entertainment,,,59.4M,"1,000+",0,Everyone,"May 5, 2022",Both
BK07573,PIA,Quetta,Toronto,Business,1 stop,27/01/2023,17:20,18h 25m,10,77334,Ferguson PLC App,Finance,2.0,2734908,,"100,000+",0,Adults Only 18+,"July 26, 2024",Both
BK07807,Turkish Airlines,Islamabad,New York,Business,1 stop,26/10/2023,08:50,11h 10m,27,90023,Frost and Sons App,Travel,4.5,4999631,9.3M,"5,000+",0,Everyone,"November 24, 2020",Android
BK07952,SereneAir,Karachi,London,Business,2 stops,02/07/2024,05:45,13h 25m,75,73115,Joseph-Frye App,Travel,5.0,4008407,15.1M,"50,000+",0,Everyone,"March 1, 2020",Android
BK05764,FlyJinnah,Quetta,Dubai,Business,2 stops,22/10/2024,01:30,3h 25m,31,86667,Clark Group App,Health,1.3,3224488,284k,"5,000+",0,Teen,"May 5, 2020",Both
BK01964,FlyJinnah,Peshawar,Toronto,Economy,non-stop,10/10/2021,01:20,9h 25m,127,23858,Rosario-Pineda App,Business,4.8,3749352,87.1M,"10,000+",0,Everyone,"December 20, 2021",Both
BK05346,SereneAir,Peshawar,Kuala Lumpur,Business,1 stop,25/08/2023,18:00,3h 50m,163,79049,"Murphy, Hernandez and Carter App",Lifestyle,2.8,2805909,111k,"50,000+",0,Everyone,"July 5, 2020",Android
BK02275,AirBlue,Multan,Istanbul,Economy,1 stop,05/09/2023,09:45,3h,159,20823,Anderson-Shaffer App,Health,1.9,1568176,,"50,000+",$0.99,Teen,"June 13, 2024",Both
BK03442,PIA,Quetta,New York,Business,1 stop,21/08/2022,19:50,3h 20m,20,94836,Woods Inc App,Travel,,2051006,661k,"10,000+",0,Teen,"February 9, 2021",iOS
BK05395,Emirates,Peshawar,London,Economy,2 stops,23/08/2021,17:15,6h 25m,110,22211,"Lopez, King and Harris App",Business,1.1,3582275,57.0M,"100,000+",0,Everyone,"May 9, 2021",Both
BK01869,Emirates,Islamabad,Istanbul,First,1 stop,12/07/2023,06:50,3h 25m,171,156406,Diaz-Davis App,Education,3.3,3736634,591k,"5,000,000+",$0.99,Teen,"May 22, 2023",iOS
BK02388,AirBlue,Islamabad,New York,First,1 stop,26/10/2021,03:00,11h 50m,65,164292,"Smith, Mitchell and Peterson App",Education,5.0,2717776,85.3M,"1,000+",$0.99,Mature 17+,"December 9, 2021",Android
BK05540,Emirates,Peshawar,Toronto,Business,non-stop,04/03/2021,05:45,6h 55m,176,71618,"Sanchez, Anderson and Butler App",Entertainment,2.5,4264366,638k,,0,Teen,"January 5, 2024",Android
BK02672,PIA,Quetta,Kuala Lumpur,Business,1 stop,11/11/2021,12:15,18h 10m,52,78608,Schmidt Inc App,Education,2.3,2489268,198k,"500,000+",$1.49,Everyone,"June 26, 2022",Both
BK04700,PIA,Islamabad,New York,Economy,1 stop,24/12/2023,08:30,9h 15m,15,21228,Maynard-Hamilton App,Travel,4.6,308412,17.6M,"50,000+",0,Teen,"February 27, 2020",Android
BK03517,Emirates,Multan,New York,Economy,non-stop,14/09/2022,21:15,8h 10m,171,30957,"Vance, Pruitt and Martinez App",Entertainment,3.8,3245007,52.2M,"100,000+",0,Mature 17+,"March 11, 2023",iOS
BK05386,SereneAir,Islamabad,Toronto,Economy,non-stop,28/10/2024,04:15,12h 45m,38,22912,Santos-Sosa App,Business,3.4,4065801,843k,"5,000+",$2.99,Everyone,"April 14, 2021",iOS
BK02503,Turkish Airlines,Karachi,London,Business,1 stop,28/04/2021,10:45,4h,100,74548,"Reynolds, Bennett and Johnson App",Entertainment,4.4,3665377,32.9M,"50,000+",0,Everyone,"May 20, 2020",iOS
BK03989,AirBlue,Peshawar,Istanbul,Economy,non-stop,02/10/2023,02:10,2h 25m,170,15226,Daniels-Coffey App,Business,2.7,2102027,899k,"100,000+",$1.49,Everyone,"October 27, 2021",Both
BK04000,PIA,Quetta,Toronto,Economy,2 stops,04/08/2022,06:20,9h 55m,163,30081,Estes-Williams App,Social,3.2,4010269,94.9M,"50,000+",$2.99,Everyone,"April 9, 2022",iOS
BK00064,Turkish Airlines,Multan,London,Economy,1 stop,20/02/2024,03:30,3h 45m,115,24883,Reese-Weber App,Business,4.9,3958597,,"5,000+",$0.99,Everyone,"January 14, 2022",Android
BK05676,FlyJinnah,Islamabad,Istanbul,Economy,non-stop,09/06/2023,08:45,16h 50m,93,32026,Young Group App,Entertainment,3.0,2491532,698k,"10,000+",0,Teen,"October 4, 2024",Both
BK05980,PIA,Karachi,New York,Economy,1 stop,17/06/2023,21:00,11h,111,16772,Williams Group App,Business,2.0,3096061,843k,"100,000+",0,Everyone,"June 22, 2023",Android
BK05087,FlyJinnah,Peshawar,Kuala Lumpur,Economy,1 stop,24/04/2021,19:10,2h 50m,159,32735,Spencer-Perez App,Lifestyle,2.0,341215,99.0M,,0,Teen,"September 18, 2024",iOS
BK01385,PIA,Peshawar,New York,Economy,2 stops,23/02/2021,07:20,,9,21261,Wilson Ltd App,Education,3.2,3361722,88.1M,"1,000+",0,Mature 17+,"May 14, 2021",Both
BK04334,Emirates,Multan,New York,Business,non-stop,26/09/2024,22:00,3h 45m,,92250,"Williams, Shaw and Garcia App",Education,,3589861,349k,"500,000+",0,Everyone,"April 25, 2022",Both
BK00651,PIA,Islamabad,Kuala Lumpur,Economy,1 stop,26/02/2022,12:15,17h 20m,64,27063,"Atkins, Butler and Kelley App",Business,3.3,4740357,179k,"500,000+",0,Everyone,"April 3, 2022",Both
BK01968,FlyJinnah,Islamabad,Toronto,Economy,non-stop,26/12/2023,19:45,1h 25m,22,21067,Walker and Sons App,Health,2.8,2807915,126k,"10,000,000+",0,Everyone,"March 3, 2021",iOS
BK00113,SereneAir,Multan,Dubai,Business,1 stop,02/04/2023,23:20,5h 55m,32,75478,"James, Morris and Munoz App",Travel,2.3,4705901,106k,"50,000+",$4.99,Teen,"August 18, 2023",Both
BK03025,PIA,Karachi,Istanbul,First,non-stop,05/06/2022,16:15,10h 55m,140,146128,Johnson-Vaughn App,Travel,4.3,2705217,43.9M,"5,000+",0,Everyone,"October 17, 2021",Android
BK05445,AirBlue,Lahore,Istanbul,Economy,non-stop,08/09/2024,06:45,12h 10m,58,25344,Adkins Inc App,Entertainment,5.0,3071754,29.8M,"500,000+",$2.99,Everyone,"December 26, 2024",iOS
BK00805,AirBlue,Islamabad,London,Business,non-stop,03/11/2023,06:20,14h 10m,53,77898,Wood PLC App,Health,2.2,3393007,904k,"1,000,000+",$0.99,Everyone,"October 1, 2022",iOS
BK05653,SereneAir,Islamabad,New York,Economy,non-stop,09/01/2023,01:50,6h 25m,80,37491,"Johnson, Glover and Howell App",Travel,1.3,671079,84.9M,"100,000+",$1.49,Adults Only 18+,"December 2, 2023",Android
BK00578,FlyJinnah,Lahore,Dubai,Business,2 stops,21/08/2024,23:45,8h 45m,45,62810,Ortega Ltd App,Finance,3.2,1372562,86.8M,"500,000+",0,Mature 17+,"January 2, 2022",Both
BK05931,FlyJinnah,Islamabad,Istanbul,Economy,non-stop,20/08/2023,13:30,18h 15m,80,11393,"Nielsen, Martin and Osborne App",Entertainment,1.7,1820930,45.9M,"10,000+",0,Everyone,"July 10, 2020",iOS
BK00127,PIA,Lahore,Kuala Lumpur,Economy,1 stop,10/02/2024,19:50,16h 50m,177,20474,"Fleming, Castillo and Obrien App",Education,1.1,4603784,35.5M,"500,000+",$2.99,Everyone,"March 13, 2023",Both
BK03332,Turkish Airlines,Karachi,Kuala Lumpur,Business,non-stop,10/01/2021,22:45,2h 50m,76,80116,Waters Group App,Entertainment,,1005199,57.3M,"500,000+",0,Mature 17+,"September 7, 2021",iOS
BK07153,FlyJinnah,Peshawar,Dubai,Economy,2 stops,15/10/2024,23:45,16h 55m,64,7981,"Greer, Smith and Hall App",Travel,2.4,1570108,23.3M,"100,000+",$4.99,Teen,"March 18, 2023",iOS
BK07884,SereneAir,Lahore,Kuala Lumpur,Economy,non-stop,13/08/2023,06:45,18h,152,33409,Smith-Martinez App,Lifestyle,4.1,1449125,89.7M,"10,000,000+",0,Adults Only 18+,"February 2, 2023",iOS
BK03794,PIA,Peshawar,Dubai,Business,1 stop,10/11/2021,01:00,7h 55m,26,80691,"Sexton, Walker and King App",Finance,3.9,3799714,23.6M,"50,000+",0,Teen,"September 8, 2023",iOS
BK07612,SereneAir,Multan,Istanbul,Economy,1 stop,20/01/2022,22:30,11h 25m,174,5000,Mcdaniel Group App,Travel,2.8,1770966,60.2M,"100,000+",0,Everyone,"December 7, 2022",Both
BK01401,Emirates,Quetta,Kuala Lumpur,Economy,non-stop,28/11/2021,09:15,17h 50m,6,12423,Baker Group App,Education,4.4,1258096,69.8M,"10,000,000+",0,Everyone,"December 15, 2024",Both
BK00852,FlyJinnah,Multan,New York,Business,non-stop,13/09/2024,18:30,2h 25m,79,57855,Whitehead Group App,Finance,1.3,1205623,643k,"5,000+",$2.99,Teen,"August 14, 2024",iOS
BK07642,Turkish Airlines,Karachi,Istanbul,Economy,1 stop,10/04/2021,15:00,3h 15m,154,15621,"Webster, Ochoa and Elliott App",Health,3.0,2924565,554k,"5,000+",0,Everyone,"March 26, 2021",Android
BK06839,FlyJinnah,Peshawar,Dubai,Business,2 stops,02/07/2024,03:50,18h 15m,171,84292,Black-Adams App,Health,2.3,1885678,647k,"100,000+",0,Everyone,"September 6, 2023",Android
BK06282,Turkish Airlines,Multan,Istanbul,Economy,1 stop,07/06/2023,12:15,12h 20m,136,12039,Barrett and Sons App,Travel,3.2,607492,71.6M,"100,000+",0,Everyone,"November 14, 2022",Both
BK03058,AirBlue,Peshawar,Dubai,Business,non-stop,17/04/2022,16:15,15h,55,78800,Mills Inc App,Business,2.4,4131448,86.3M,"100,000+",0,Mature 17+,"December 6, 2022",Both
BK02666,SereneAir,Islamabad,London,Economy,non-stop,14/10/2024,08:10,13h 45m,23,37295,Johnson-Johnston App,Business,4.2,3267322,91.8M,"10,000+",0,Everyone,"July 15, 2024",iOS
BK04104,Turkish Airlines,Lahore,Istanbul,Economy,2 stops,24/03/2021,00:10,,1,13025,"White, Adams and Perez App",Lifestyle,3.1,2855219,64.8M,"1,000,000+",0,Everyone,"December 18, 2024",iOS
BK06647,SereneAir,Islamabad,Istanbul,Economy,1 stop,25/11/2021,07:50,11h 25m,,26734,"Phillips, Reynolds and Hill App",Entertainment,1.4,2548400,50.3M,"10,000+",0,Teen,"December 25, 2022",Both
BK04951,AirBlue,Multan,New York,Economy,1 stop,17/08/2024,11:20,12h 20m,134,25840,Franco LLC App,Social,2.7,1326085,602k,"100,000+",0,Everyone,"September 3, 2024",Android
BK02996,Emirates,Karachi,New York,First,non-stop,21/09/2022,11:00,10h 25m,159,157665,"Baker, Cooley and Garcia App",Health,2.3,4638357,424k,"10,000+",0,Everyone,"November 17, 2024",Android
BK02680,SereneAir,Islamabad,London,Business,1 stop,03/02/2022,14:15,11h 15m,101,81105,Walker Ltd App,Travel,2.8,4283896,91.6M,"500,000+",0,Everyone,"April 11, 2023",Both
BK03894,Emirates,Peshawar,Istanbul,Economy,non-stop,14/08/2021,11:15,7h 15m,84,25057,"Parker, Burke and Smith App",Travel,2.7,4281516,81.5M,"1,000+",0,Teen,"September 22, 2023",iOS
BK07860,AirBlue,Karachi,Toronto,Economy,2 stops,20/07/2024,08:30,3h 15m,90,10160,Marquez-Mason App,Health,2.8,2975932,151k,"1,000,000+",0,Teen,"January 23, 2021",iOS
BK02978,Turkish Airlines,Islamabad,Kuala Lumpur,Business,3 stops,25/04/2022,09:15,11h 10m,157,70299,Caldwell and Sons App,Social,4.1,1484712,98.6M,,0,Everyone,"January 12, 2024",iOS
BK01054,Emirates,Lahore,Kuala Lumpur,Economy,2 stops,25/03/2021,16:10,2h 20m,,23817,Griffin-Larson App,Health,4.3,209385,536k,"10,000+",0,Teen,"May 17, 2021",Both
BK04504,Turkish Airlines,Peshawar,London,Business,1 stop,26/07/2021,15:50,6h 50m,49,77945,Medina Group App,Business,3.4,4933698,4.7M,"10,000+",0,Everyone,"April 4, 2024",Android
BK07998,AirBlue,Lahore,Istanbul,Business,1 stop,12/01/2024,22:00,1h 50m,165,80002,Thompson Inc App,Business,2.9,4423908,226k,"100,000+",$0.99,Everyone,"July 2, 2023",Both
BK02406,SereneAir,Islamabad,London,First,1 stop,17/12/2021,08:00,6h 50m,96,169434,"White, Sanchez and Jones App",Travel,2.7,102902,286k,,0,Everyone,"June 1, 2020",Both
BK03861,FlyJinnah,Peshawar,Toronto,Economy,non-stop,07/05/2024,18:50,14h 20m,37,48422,Baldwin PLC App,Travel,4.6,3869739,91.6M,"50,000+",0,Everyone,"October 23, 2023",iOS
BK00154,Turkish Airlines,Lahore,Toronto,Economy,non-stop,13/06/2022,18:10,7h 50m,125,35204,Brennan-Saunders App,Entertainment,2.4,3246786,29.3M,"50,000+",0,Everyone,"December 16, 2023",Android
BK05663,Emirates,Islamabad,Dubai,Economy,non-stop,05/03/2022,07:45,18h,8,15209,"Baldwin, Alexander and Dunn App",Lifestyle,4.3,3517724,40.7M,"100,000+",0,Mature 17+,"September 4, 2021",Both
BK02392,Emirates,Multan,London,Business,non-stop,24/07/2023,21:45,4h 55m,,65034,"Randolph, King and Chambers App",Health,3.3,3052658,4.5M,"50,000+",0,Adults Only 18+,"March 6, 2023",iOS
BK02354,Turkish Airlines,Peshawar,London,Economy,non-stop,07/03/2021,02:20,14h 45m,144,38965,Smith PLC App,Entertainment,4.7,1289586,56.0M,"10,000,000+",0,Teen,"March 2, 2020",Both
BK05101,AirBlue,Islamabad,Toronto,Business,non-stop,06/10/2024,13:00,18h 20m,179,77772,Castillo PLC App,Lifestyle,3.0,1264365,32.9M,"5,000,000+",$0.99,Everyone,"August 12, 2020",Both
BK02661,AirBlue,Quetta,Kuala Lumpur,Economy,2 stops,11/12/2023,20:15,3h 30m,159,21261,Hobbs-Key App,Finance,3.5,2824281,,"1,000,000+",0,Mature 17+,"January 16, 2024",Both
BK07589,Turkish Airlines,Multan,Dubai,Economy,1 stop,09/04/2023,10:10,1h 30m,86,28256,Dixon and Sons App,Travel,4.9,1862031,91.2M,"10,000,000+",0,Mature 17+,"January 9, 2024",iOS
BK00281,Emirates,Multan,Toronto,Economy,non-stop,03/07/2023,04:30,9h 45m,,17406,"Ramsey, Mcclain and Hess App",Travel,1.9,3291260,405k,"100,000+",0,Everyone,"May 20, 2020",iOS
BK07751,AirBlue,Quetta,Istanbul,Business,2 stops,05/01/2024,13:10,6h 55m,139,64708,Phillips Ltd App,Finance,3.7,2469497,61.9M,"500,000+",0,Mature 17+,"September 21, 2020",Android
BK03822,AirBlue,Multan,Toronto,Business,1 stop,22/12/2021,12:00,15h 30m,36,69446,Wright-Cole App,Travel,2.3,2714451,53.6M,"10,000+",$0.99,Everyone,"September 15, 2020",Android
BK07027,PIA,Karachi,London,Economy,1 stop,19/11/2023,13:10,10h 15m,54,29275,"Johnson, Vargas and Williams App",Finance,4.3,4719166,795k,"50,000+",0,Everyone,"February 12, 2023",Both
BK03129,AirBlue,Peshawar,Kuala Lumpur,Economy,1 stop,25/09/2021,00:30,18h 55m,100,18661,Callahan LLC App,Social,1.0,23219,804k,"10,000+",$1.49,Everyone,"August 9, 2021",iOS
BK04497,AirBlue,Quetta,Toronto,Economy,1 stop,25/10/2021,04:30,6h 55m,114,19991,"Coleman, Pearson and Sanchez App",Business,3.8,912174,940k,"100,000+",$0.99,Teen,"February 25, 2022",iOS
BK05693,Emirates,Islamabad,New York,Business,2 stops,15/08/2024,14:20,2h 50m,30,82267,"Espinoza, Lopez and Caldwell App",Education,2.6,1969907,526k,"5,000+",0,Mature 17+,"April 2, 2023",Both
BK05594,Emirates,Peshawar,Dubai,Economy,1 stop,06/05/2021,02:15,13h 50m,113,22201,Hopkins-Whitehead App,Travel,1.8,2796849,81.6M,"5,000,000+",$4.99,Everyone,"November 28, 2020",Android
BK06613,Emirates,Karachi,Kuala Lumpur,Economy,non-stop,09/07/2022,23:00,3h 45m,141,15930,"Gibbs, Thompson and Castro App",Lifestyle,2.1,4558578,27.9M,"1,000,000+",0,Teen,"July 3, 2024",Both
BK01480,FlyJinnah,Quetta,London,Business,non-stop,28/03/2023,14:10,14h 50m,141,90327,Flynn-Bass App,Education,4.9,1725250,3.2M,"1,000,000+",0,Everyone,"November 8, 2021",Android
BK07378,SereneAir,Lahore,Toronto,Business,non-stop,10/02/2021,20:10,16h 20m,103,85189,Cooper Group App,Social,2.0,2219660,45.9M,"1,000,000+",$2.99,Everyone,"September 18, 2022",Both
BK03812,SereneAir,Islamabad,London,Economy,1 stop,21/08/2023,19:45,2h 25m,135,32116,Brown Ltd App,Health,2.5,939136,222k,"50,000+",$2.99,Everyone,"October 10, 2023",Both
BK05897,FlyJinnah,Peshawar,Kuala Lumpur,Economy,1 stop,01/06/2023,03:50,9h 45m,154,24970,Scott-Williams App,Social,1.8,3497885,72.2M,,$0.99,Everyone,"July 10, 2023",Both
BK06106,SereneAir,Multan,Kuala Lumpur,Economy,1 stop,05/08/2022,01:45,1h 15m,43,24720,Rivas-Mann App,Lifestyle,1.3,4445680,112k,,0,Everyone,"June 12, 2020",iOS
BK00505,AirBlue,Quetta,New York,Economy,1 stop,27/09/2024,20:10,1h 25m,82,21817,Thompson LLC App,Business,,884930,70.1M,"10,000+",0,Everyone,"July 9, 2024",iOS
BK06679,Emirates,Islamabad,New York,Business,1 stop,19/01/2023,12:45,8h 20m,143,46697,Richardson Inc App,Finance,3.5,3088647,36.2M,"10,000+",0,Teen,"October 15, 2020",iOS
BK07161,PIA,Karachi,Toronto,Business,1 stop,27/11/2024,07:10,12h 45m,99,79117,Smith-Little App,Education,1.5,4174496,28.6M,"5,000,000+",$0.99,Mature 17+,"December 17, 2024",Both
BK05841,Turkish Airlines,Lahore,Toronto,Economy,1 stop,05/02/2022,01:30,13h 55m,,10202,Johnson LLC App,Lifestyle,1.9,4416266,278k,"500,000+",0,Everyone,"April 13, 2023",iOS
BK00904,PIA,Karachi,Dubai,Economy,non-stop,20/10/2024,23:00,15h 25m,132,17432,"Campbell, Cruz and Fuller App",Finance,4.2,4374261,15.0M,"500,000+",0,Adults Only 18+,"December 23, 2021",iOS
BK02041,Turkish Airlines,Quetta,Istanbul,Economy,2 stops,16/05/2024,16:30,6h 55m,135,11543,Dominguez LLC App,Education,4.5,2464437,28.5M,"50,000+",0,Teen,"September 9, 2020",iOS
BK07182,Emirates,Quetta,Dubai,Economy,non-stop,28/12/2024,22:10,4h 45m,,28063,Williams Ltd App,Business,1.3,98480,5.2M,"50,000+",0,Everyone,"August 19, 2020",iOS
BK01673,PIA,Karachi,Kuala Lumpur,Economy,non-stop,15/10/2022,19:20,14h,,19013,"Calderon, Oneal and Nguyen App",Business,2.4,2799511,817k,"100,000+",0,Teen,"June 25, 2024",Android
BK03752,Emirates,Karachi,Toronto,Economy,1 stop,09/06/2021,05:45,3h 30m,132,20955,Barrett-Myers App,Finance,2.3,1097329,72.7M,"50,000+",0,Mature 17+,"June 19, 2022",Both
BK00551,AirBlue,Multan,Istanbul,Business,non-stop,11/03/2022,16:45,18h 50m,29,69933,"Shaw, Sanchez and Swanson App",Social,2.0,3453807,696k,"5,000,000+",0,Teen,"December 13, 2023",Both
BK01863,AirBlue,Islamabad,Dubai,Economy,non-stop,06/12/2023,16:20,11h,143,21077,Gutierrez-Mcclain App,Education,5.0,2568887,55.0M,"100,000+",0,Everyone,"June 28, 2022",iOS
BK07034,Emirates,Multan,London,Economy,non-stop,20/02/2022,22:15,3h,87,19797,Jackson-Cooper App,Lifestyle,,502992,629k,"500,000+",0,Adults Only 18+,"March 10, 2020",Both
BK01806,Emirates,Peshawar,Dubai,Economy,non-stop,26/08/2022,14:45,10h 25m,143,25374,"Young, Padilla and Klein App",Business,4.0,2395668,20.4M,"10,000+",0,Everyone,"December 19, 2022",Android
BK07469,Emirates,Quetta,Dubai,Business,non-stop,15/05/2023,09:15,7h 20m,74,79068,Barajas-Horn App,Lifestyle,3.0,4801555,555k,"50,000+",0,Everyone,"January 22, 2020",iOS
BK07905,PIA,Islamabad,Dubai,Economy,non-stop,17/03/2021,01:30,10h 25m,77,18105,"Suarez, Richmond and Robinson App",Lifestyle,3.3,,40.4M,"1,000,000+",0,Everyone,"December 19, 2020",Android
BK05227,FlyJinnah,Lahore,New York,Economy,2 stops,14/12/2022,05:20,5h,40,16348,Bates-Harris App,Health,2.4,622507,971k,"10,000+",0,Everyone,"October 5, 2024",Both
BK00946,FlyJinnah,Quetta,Toronto,Economy,non-stop,24/06/2022,06:30,12h 15m,,13175,Wright-Suarez App,Business,4.2,162264,37.5M,"50,000+",0,Everyone,"July 3, 2023",iOS
BK03643,FlyJinnah,Lahore,Toronto,Economy,non-stop,21/06/2024,08:10,18h 45m,112,27179,"Jenkins, Thompson and Berg App",Health,1.2,4379298,39.0M,"50,000+",$2.99,Mature 17+,"May 22, 2021",Android
BK04260,AirBlue,Peshawar,Kuala Lumpur,Business,non-stop,14/03/2024,09:50,5h 20m,93,88382,Young-Ward App,Health,1.7,,877k,"500,000+",0,Everyone,"April 13, 2023",iOS
BK05757,AirBlue,Lahore,Kuala Lumpur,First,non-stop,19/07/2024,09:10,17h 55m,27,165013,Oliver-Gaines App,Business,1.7,4115419,34.3M,"5,000+",$2.99,Mature 17+,"April 14, 2023",Both
BK01691,Emirates,Karachi,Istanbul,First,1 stop,24/07/2024,17:10,14h 45m,11,154149,Jones and Sons App,Health,1.6,3873342,811k,"500,000+",0,Teen,"August 15, 2020",Both
BK06481,AirBlue,Islamabad,Kuala Lumpur,Economy,non-stop,27/12/2024,12:20,7h 15m,74,26348,"Mccann, Schultz and Clark App",Education,2.8,2891516,871k,"50,000+",0,Teen,"March 13, 2020",Both
BK02108,FlyJinnah,Karachi,Istanbul,First,non-stop,07/08/2022,00:00,9h 30m,156,-500,Williams LLC App,Business,1.6,2741897,24.8M,"100,000+",0,Mature 17+,"April 4, 2020",Android
BK07263,FlyJinnah,Peshawar,Dubai,Economy,2 stops,19/09/2024,23:50,2h 55m,132,31819,Roberts PLC App,Business,,1167060,27.3M,"10,000+",0,Teen,"October 20, 2023",Both
BK07913,PIA,Multan,Toronto,First,1 stop,14/02/2024,16:45,11h 55m,149,163297,Strong Group App,Social,4.6,4073437,41.1M,"500,000+",0,Everyone,"November 22, 2021",iOS
BK03126,AirBlue,Lahore,New York,Economy,1 stop,15/08/2022,20:30,17h 15m,173,25736,Stone Inc App,Travel,4.1,2268486,44.9M,"100,000+",0,Everyone,"February 19, 2022",Android
BK05611,PIA,Karachi,London,First,1 stop,28/07/2024,09:10,9h 15m,144,156729,Liu-Gonzales App,Finance,3.8,4169182,322k,"50,000+",0,Mature 17+,"February 12, 2023",iOS
BK03399,PIA,Quetta,Toronto,Business,non-stop,11/05/2021,03:10,15h 45m,125,71237,"Curry, Anderson and Johnson App",Social,4.7,2649120,,"500,000+",$0.99,Teen,"September 20, 2023",iOS
BK00450,Turkish Airlines,Karachi,Istanbul,Business,1 stop,16/07/2024,05:20,6h 45m,11,89020,Pittman-Schwartz App,Business,1.3,1350138,74.3M,"10,000,000+",$4.99,Everyone,"January 20, 2023",iOS
BK02904,SereneAir,Lahore,Toronto,Economy,non-stop,22/04/2023,12:00,9h 10m,24,17649,Blevins-Kelly App,Business,3.7,2645332,19.0M,"100,000+",0,Mature 17+,"February 19, 2020",Both
BK00942,AirBlue,Karachi,Istanbul,Economy,1 stop,17/02/2021,01:10,17h 20m,19,30885,Hensley-Delgado App,Entertainment,2.0,2003577,80.4M,"50,000+",0,Everyone,"May 11, 2020",iOS
BK06931,SereneAir,Multan,Dubai,Economy,non-stop,02/12/2022,13:30,4h 15m,10,25193,"Martinez, Phillips and Marshall App",Travel,3.8,2893735,15.8M,"50,000+",$2.99,Everyone,"May 20, 2024",iOS
BK01021,SereneAir,Lahore,Istanbul,Economy,2 stops,19/04/2021,19:10,11h 25m,132,11107,Mcclain-Grant App,Finance,2.8,102557,781k,"50,000+",$4.99,Everyone,"April 13, 2020",Android
BK01533,Turkish Airlines,Karachi,Toronto,Business,1 stop,09/06/2021,11:15,17h,144,76160,"Weaver, Young and Mathis App",Social,2.9,4387360,39.4M,"5,000+",0,Everyone,"March 14, 2020",iOS
BK01848,Turkish Airlines,Islamabad,London,Economy,non-stop,09/09/2022,18:10,6h 25m,134,28952,Walker-Griffin App,Finance,1.1,4134203,40.7M,"10,000+",$4.99,Teen,"November 22, 2020",Both
BK04012,Emirates,Karachi,London,Economy,2 stops,06/09/2024,03:10,16h 20m,117,29423,Silva and Sons App,Health,1.7,4240560,98.8M,"500,000+",0,Teen,"July 21, 2020",Android
BK03899,PIA,Karachi,Dubai,Business,non-stop,18/04/2023,09:50,16h 20m,88,69255,"Sanchez, Norris and Miller App",Business,2.3,88838,233k,"500,000+",$2.99,Everyone,"February 15, 2020",iOS
BK00438,PIA,Karachi,New York,Economy,1 stop,02/01/2023,11:50,,98,23520,Richards-Wilson App,Travel,1.9,1412980,14.3M,"50,000+",0,Everyone,"September 11, 2020",iOS
