customer_age,annual_income_k,credit_score,purchase_frequency,avg_transaction_value,days_since_last_purchase,total_return_amount,num_support_tickets,website_visits_30d,email_open_rate_pct,customer_lifetime_value,cancellation_risk_score,customer_segment,payment_method,subscription_tier,country_code,device_type,browser,gender,employment_status,marital_status,education_level,signup_date,last_login,subscription_end_date,customer_feedback,promo_code_used,referral_source,customer_status,timezone,newsletter_subscribed,messy_column_01,messy_column_02,messy_column_03,messy_column_04,messy_column_05,messy_column_06,messy_column_07,messy_column_08,messy_column_09,messy_column_10,messy_column_11,messy_column_12,messy_column_13,messy_column_14,messy_column_15,messy_column_16,messy_column_17,messy_column_18,messy_column_19,messy_column_20,messy_column_21,messy_column_22,messy_column_23,messy_column_24,messy_column_25,messy_column_26,messy_column_27,messy_column_28,messy_column_29,messy_column_30
49.0,182.3,682.0,15.0,59.77,35.0,54.8,1.0,11.0,43.8,209.09,58.8,Premium,crypto,NULL,es,,Safari,Prefer not to say,Student,Single,hs,,2026-03-13 20:20:27,27/01/2027,Great product!,expired,unknown,Inactive,,unsubscribed,missing,N/A,???,???,missing,N/A,,missing,null,,,value_1,N/A,NaN,N/A,,,???,N/A,,unknown,missing,missing,unknown,unknown,missing,N/A,,NaN,???
71.0,20.0,701.0,,,8.0,72.97,8.0,1.0,67.3,100.0,37.0,premium (legacy),Credit Card,NULL,ca,Desktop,Safari,,pt,NULL,High School,"Mar 09, 2025",2026-03-04 20:20:27,2026-05-01,N/A,,N/A,Churned,unknown,T,missing,value_5,NaN,N/A,missing,N/A,???,,unknown,???,unknown,value_3,,,unknown,???,???,,,null,,value_1,missing,N/A,???,null,,,???,null
,,637.0,20.0,6.33,35.0,,7.0,6.0,38.3,898.31,22.5,Budget,Bank Transfer,Enterprise,AU,PC,Edge,MALE,Retired,,High School,"Nov 05, 2025",invalid date,02/03/2026,,expired,unknown,NULL,GMT,0,missing,missing,,,NaN,N/A,N/A,,null,???,???,NaN,unknown,NaN,N/A,N/A,missing,missing,NaN,NaN,missing,,N/A,missing,missing,NaN,,unknown,NaN,value_2
42.0,,720.0,8.0,,6.0,170.44,,2.0,31.0,585.2,,Budget,,Enterprise,AU,Mobile (iOS),chrome mobile,Non-binary,?,separated,High School,"Aug 30, 2025",2026-02-05 20:20:27,2026-03-26,N/A,INVALID,Google,NULL,CST,Yes,missing,N/A,,null,,unknown,missing,N/A,NaN,???,value_9,NaN,missing,missing,,unknown,value_8,???,value_7,unknown,???,???,,value_6,???,missing,unknown,NaN,,value_6
47.0,45.1,752.0,22.0,111.29,16.0,,4.0,11.0,28.1,,55.0,N/A,,Basic,IT,,Firefox,FEMALE,Full-time,separated,Master's,06/06/2025,2026-02-04 20:20:27,2025-11-08,★★★★☆,SAVE20,direct,pending,HST,false,???,null,,???,null,,???,missing,,N/A,unknown,N/A,unknown,unknown,???,N/A,N/A,value_4,missing,N/A,,,,NaN,null,missing,value_3,NaN,NaN,
52.0,175.3,613.0,16.0,25.68,39.0,90.44,,29.0,,278.75,,Premium,PayPal,Basic,N/A,???,chrome mobile,Prefer not to say,ft,Divorced,Bachelor's,02/11/2025,2026-03-13 20:20:27,04/06/2026,Could be better,None,,Churned,GMT,F,,,null,N/A,missing,N/A,null,value_5,NaN,value_6,null,,null,value_5,missing,???,NaN,,missing,unknown,N/A,,,,N/A,missing,NaN,NaN,N/A,value_3
40.0,20.0,685.0,12.0,149.47,13.0,28.24,1.0,1.0,55.3,203.96,89.0,Enterprise,Credit Card,expired,BR,Mobile (iOS),safari (old),M,Full-time,Married,Master's,20250405,2026-03-24 20:20:27,"Oct 08, 2026",Great product!,,Email,Suspended,N/A,Yes,???,value_9,unknown,N/A,value_5,NaN,,value_9,N/A,,missing,NaN,value_2,N/A,null,null,N/A,value_4,,N/A,missing,,N/A,value_8,,???,N/A,,,unknown
54.0,274.7,729.0,19.0,486.7632164278737,59.0,,2.0,2.0,55.0,,11.8,Enterprise,Bank Transfer,NULL,,PC,chrome mobile,Non-binary,Unemployed,separated,phd,,2026-02-24 20:20:27,"Oct 27, 2026",Terrible support,FLASH50,,NULL,CST,,N/A,missing,NaN,value_6,unknown,,,missing,missing,???,N/A,NaN,???,,value_8,???,N/A,N/A,N/A,value_10,N/A,,,null,???,null,N/A,,N/A,value_9
39.0,20.0,762.0,15.0,22.12,1.0,56.58,,,,211.3,23.9,,,Enterprise,,Tablet,Opera,female,Unemployed,separated,Associate,11/21/2024,2026-04-04 20:20:27,"Dec 14, 2026",,INVALID,unknown,active?,MST,Yes,,NaN,null,unknown,missing,N/A,,missing,,value_3,missing,N/A,N/A,unknown,N/A,,N/A,unknown,???,missing,missing,,,,missing,,???,???,value_2,
36.0,62.1,742.0,15.0,7.66,21.0,,2.0,2.0,53.4,,,Premium,Bank Transfer,expired,US,Desktop,chrome mobile,male,Retired,Married,Master's,,2026-03-12 20:20:27,20261120,Too expensive,,,NULL,HST,0,,unknown,unknown,N/A,unknown,,unknown,,,NaN,NaN,value_2,missing,NaN,unknown,???,,,,NaN,N/A,N/A,NaN,unknown,,unknown,NaN,???,???,value_8
72.0,101.4,680.0,13.0,18.81,32.0,67.92,,1.0,,420.9,11.2,null,Cash,NULL,CA,???,null,,Self-employed,single (never married),hs,26/10/2025,2026-02-04 20:20:27,02/19/2027,N/A,FLASH50,Friend,pending,N/A,1,N/A,missing,NaN,value_7,null,missing,null,???,N/A,???,null,unknown,unknown,,value_2,missing,,,value_3,NaN,,value_6,,value_10,null,null,NaN,NaN,NaN,NaN
95.0,178.7,678.0,17.0,11.39,13.0,50.61,1.0,10.0,30.5,4335.61,95.2,Premium,Bank Transfer,NULL,??,PC,safari (old),Non-binary,Self-employed,,,2024-10-02,2026-03-30 20:20:27,07/12/2026,Could be better,??,Email,active?,HST,No,,NaN,null,N/A,,null,value_9,unknown,N/A,N/A,???,N/A,value_3,unknown,,,unknown,null,NaN,missing,NaN,???,,missing,???,unknown,,null,null,unknown
,,,4.0,,7.0,151.64,1.0,2.0,,7140.63,63.5,Premium,Credit Card,expired,JP,Tablet,safari (old),,pt,NULL,High School,03/01/2026,2026-03-09 20:20:27,11/23/2026,N/A,expired,Podcast,Inactive,EST,T,missing,,null,N/A,missing,unknown,null,,N/A,null,,value_2,???,,value_7,,missing,unknown,NaN,null,N/A,???,null,unknown,???,,N/A,NaN,unknown,null
34.0,66.0,610.0,18.0,22.65,9.0,,0.0,5.0,47.8,620.63,10.1,premium (legacy),,NULL,IT,Android Phone,Chrome,Non-binary,Part-time,Single,Master's,20260128,2026-03-26 20:20:27,20260610,N/A,None,,Active,MST,unsubscribed,NaN,,value_4,,,null,unknown,value_7,,value_1,N/A,missing,,null,NaN,unknown,value_8,,,???,unknown,N/A,???,missing,unknown,,???,null,N/A,unknown
41.0,,688.0,17.0,,12.0,53.64,2.0,2.0,39.6,,99.1,Enterprise,??,Basic,ca,Desktop,null,Prefer not to say,Part-time,separated,Master's,,invalid date,02/02/2026,meh,WELCOME10,unknown,deleted,UTC,1,,N/A,null,,value_3,N/A,null,missing,null,???,NaN,???,null,NaN,???,???,missing,???,missing,value_4,missing,,,???,value_5,???,missing,,N/A,missing
47.0,209.3,702.0,14.0,,6.0,,1.0,1.0,57.2,100.0,,Standard,,basic+,JP,Mobile (iOS),null,Prefer not to say,pt,NULL,PhD,12/02/2024,2026-04-03 20:20:27,NULL,So-so,,Facebook,Inactive,CST,Yes,???,missing,???,???,NaN,???,,value_4,NaN,N/A,missing,,NaN,null,N/A,value_3,NaN,???,,unknown,,unknown,NaN,,???,N/A,value_8,value_8,???,NaN
,20.0,642.0,10.0,104.5,36.0,129.55,2.0,5.0,32.3,124.86,83.4,Standard,NA,Basic,BR,Mobile (iOS),Safari,FEMALE,N/A,Widowed,Master's,06/19/2025,invalid date,2026-03-05,👍,FLASH50,direct,NULL,PST,,value_1,,,unknown,NaN,???,,???,???,missing,N/A,value_4,value_8,NaN,???,???,null,,,NaN,NaN,unknown,NaN,NaN,,???,value_5,???,,NaN
61.0,20.0,673.0,,82.08,117.0,,0.0,,38.4,,79.0,Enterprise,,expired,FR,Android Phone,Edge,MALE,pt,Divorced,Master's,03/12/2024,2026-03-31 20:20:27,"Apr 14, 2027",Good service,,Twitter,pending,MST,No,N/A,unknown,,unknown,null,,null,null,NaN,,,null,missing,null,unknown,,NaN,N/A,???,NaN,NaN,,missing,NaN,NaN,N/A,missing,null,N/A,???
24.0,28.2,705.0,13.0,26.2,6.0,127.31,1.0,3.0,59.5,1057.87,24.3,Premium,PayPal,basic+,CA,Mobile,unknown,F,full-time,,Bachelor's,"Aug 28, 2024",invalid date,"Feb 21, 2026",Too expensive,SAVE20,direct,,unknown,false,N/A,value_10,unknown,NaN,???,null,NaN,value_2,value_4,null,missing,,???,???,null,,N/A,N/A,missing,unknown,N/A,NaN,unknown,missing,missing,value_6,value_3,,???,
47.0,,690.0,11.0,19.99,46.0,,,,,199.68,95.8,N/A,crypto,Basic,IT,Mobile,Edge,female,Retired,NULL,phd,20240423,invalid date,2025-11-03,★★★★☆,WELCOME10,Podcast,deleted,,subscribed,N/A,value_8,unknown,NaN,missing,NaN,,null,null,N/A,NaN,missing,,???,N/A,null,missing,missing,missing,null,NaN,,value_9,null,null,value_7,null,unknown,,value_7
,105.9,766.0,5.0,63.13,18.0,96.38,,,28.2,161.85,34.0,N/A,crypto,expired,ES,Tablet,unknown,NA,retired,separated,,2026-04-05,2026-02-27 20:20:27,"Sep 05, 2026",★★★★☆,INVALID,Friend,,unknown,F,N/A,NaN,???,value_4,null,NaN,???,,,unknown,NaN,null,,unknown,,,,missing,NaN,N/A,NaN,unknown,missing,,value_3,,value_10,N/A,missing,
,20.0,614.0,11.0,5.0,90.0,62.05,1.0,1.0,47.1,,5.8,Premium,Cash,Trial,??,laptop,Firefox,NA,ft,Widowed,phd,09/28/2025,invalid date,NULL,,FLASH50,Google,deleted,AST,unsubscribed,NaN,NaN,???,value_1,,missing,???,NaN,N/A,,???,N/A,value_4,,unknown,,null,???,missing,value_4,???,missing,unknown,null,NaN,unknown,NaN,,unknown,value_8
62.0,81.5,761.0,14.0,15.62,23.0,141.62,,1.0,57.5,2179.3,8.5,null,Credit Card,Pro,AU,Desktop,chrome mobile,M,Retired,Married,High School,"Mar 18, 2026",2026-02-23 20:20:27,26/04/2026,Terrible support,WELCOME10,Facebook,pending,EST,1,unknown,missing,unknown,missing,,,unknown,,NaN,,,null,null,NaN,,,missing,null,,,N/A,,,null,null,,,missing,,NaN
71.0,47.6,705.0,11.0,241.8,6.0,208.52,2.0,126.0,,1160.55,77.6,Budget,??,Basic,IT,laptop,null,Prefer not to say,Unemployed,single (never married),ms,2024-11-01,2026-03-18 20:20:27,NULL,Good service,SAVE20,Podcast,Churned,MST,Yes,null,unknown,???,,N/A,value_3,???,unknown,N/A,N/A,N/A,N/A,null,null,missing,???,N/A,missing,,null,,null,???,unknown,NaN,,N/A,unknown,???,N/A
45.0,64.4,662.0,18.0,147.64,20.0,137.66,3.0,,23.8,2056.66,65.9,Budget,,Basic,IN,,Safari,Prefer not to say,Retired,Married,Bachelor's,2025-03-10,2026-03-12 20:20:27,"Sep 19, 2026",Terrible support,,unknown,Churned,GMT,1,unknown,value_3,,unknown,N/A,???,missing,null,N/A,unknown,unknown,value_8,null,,,missing,,???,,missing,,NaN,unknown,value_3,???,null,,missing,missing,null
42.0,72.7,741.0,19.0,41.07,3.0,122.18,3.0,2.0,30.4,51163.25464481078,43.7,Premium,??,?,CA,Mobile (iOS),Opera,male,N/A,Single,,05/18/2024,2026-02-26 20:20:27,2026-05-18,So-so,None,unknown,pending,MST,Yes,unknown,unknown,N/A,value_8,value_2,missing,null,missing,unknown,,unknown,null,unknown,N/A,???,value_9,NaN,null,missing,missing,null,N/A,unknown,NaN,,null,NaN,,unknown,???
35.0,20.0,713.0,21.0,68.15,2.0,130.84,4.0,3.0,,115.68,12.9,N/A,PayPal,Basic,BR,Desktop,Safari,,pt,single (never married),PhD,,2026-02-27 20:20:27,20260628,meh,None,Podcast,Suspended,PST,Yes,missing,NaN,null,N/A,NaN,???,,value_1,value_4,,missing,missing,,N/A,,missing,unknown,value_1,null,value_10,value_8,null,N/A,null,,,null,,NaN,
53.0,,609.0,13.0,,,,2.0,46.0,5.6,3018.17,,null,crypto,Enterprise,UK,Mobile (iOS),Safari,F,Retired,Single,,17/12/2025,2026-02-01 20:20:27,2025-12-06,N/A,,Podcast,Active,CST,T,NaN,value_4,???,NaN,null,,value_9,missing,unknown,unknown,,missing,,unknown,,null,value_3,null,null,missing,NaN,,NaN,,NaN,null,NaN,unknown,N/A,value_3
,,,15.0,123.28,40.0,49.16,0.0,,40.6,501.67,46.2,premium (legacy),Credit Card,Enterprise,N/A,???,chrome mobile,F,Student,Widowed,bs,20240626,2026-01-22 20:20:27,05/02/2027,Too expensive,FLASH50,Google,deleted,PST,unsubscribed,???,???,???,,null,,null,value_1,,missing,,value_1,null,,,missing,unknown,missing,NaN,missing,value_1,value_1,NaN,value_5,null,N/A,,,value_9,
38.0,24.8,654.0,20.0,25.95,37.0,53.09,0.0,2.0,,100.0,20.9,Premium,Credit Card,expired,CA,Android Phone,null,Prefer not to say,Self-employed,single (never married),Bachelor's,,2026-02-09 20:20:27,NULL,Good service,,Google,active?,GMT,T,NaN,???,unknown,N/A,NaN,value_2,,NaN,,,NaN,,???,missing,unknown,unknown,missing,???,value_10,,,value_2,,,unknown,,unknown,,,
39.0,20.0,590.0,17.0,5.0,32.0,,,5.0,39.3,,,premium (legacy),Credit Card,basic+,??,PC,Firefox,FEMALE,Retired,Widowed,ms,05/21/2025,2026-03-24 20:20:27,20260501,meh,,unknown,,EST,T,value_8,NaN,missing,value_6,,???,unknown,missing,NaN,N/A,NaN,value_3,,unknown,null,,???,,???,???,missing,null,value_1,unknown,unknown,NaN,,N/A,null,unknown
49.0,,629.0,15.0,41.2,48.0,8.25,1.0,200.0,65.2,6113.84,77.0,Standard,,Trial,US,Mobile,chrome mobile,,Self-employed,separated,High School,2025-07-20,2026-03-25 20:20:27,2027-03-06,Could be better,expired,,active?,N/A,1,???,unknown,N/A,,,unknown,N/A,,value_8,N/A,unknown,N/A,null,,???,value_4,null,unknown,,???,missing,???,unknown,,value_1,null,null,???,missing,value_7
30.0,82.3,715.0,17.0,17.96,0.0,96.74,1.0,1.0,45.6,269.82,,Budget,??,Trial,N/A,Mobile (iOS),Chrome,MALE,ft,,Associate,26/11/2025,2026-03-07 20:20:27,15/12/2026,Good service,,N/A,Suspended,MST,No,unknown,missing,???,value_7,,missing,value_6,NaN,value_1,N/A,value_10,value_2,,N/A,N/A,missing,,NaN,???,,missing,null,N/A,unknown,unknown,,,,???,N/A
58.0,20.0,630.0,17.0,,13.0,66.9,5.0,7.0,51.8,,84.6,premium (legacy),Bank Transfer,Free,DE,Desktop,Edge,,Part-time,Divorced,,20240714,invalid date,NULL,meh,INVALID,Friend,Inactive,unknown,unsubscribed,value_9,N/A,N/A,NaN,NaN,value_7,unknown,,null,missing,NaN,N/A,,null,missing,,value_9,unknown,,NaN,unknown,unknown,N/A,unknown,unknown,null,N/A,unknown,value_2,NaN
45.0,74.3,,15.0,259.14,,23.92,2.0,,29.3,124.29,69.0,Unknown,crypto,Pro,in,,chrome mobile,FEMALE,Retired,Single,,20/02/2026,2026-04-03 20:20:27,2025-12-09,WILL NEVER BUY AGAIN,SAVE20,direct,Inactive,N/A,,???,,???,missing,unknown,unknown,NaN,,missing,unknown,???,NaN,???,N/A,N/A,null,null,,value_6,???,,missing,,NaN,???,,unknown,unknown,,missing
,214.9,617.0,17.0,42.25,13.0,141.07,0.0,8.0,36.2,100.0,1.8,Budget,??,NULL,IT,,safari (old),,Unemployed,separated,Associate,01/24/2026,2026-02-25 20:20:27,02/26/2026,Terrible support,INVALID,Twitter,deleted,,unsubscribed,N/A,null,,missing,,value_5,,,NaN,???,null,,,NaN,value_1,missing,,???,unknown,NaN,NaN,null,,NaN,,missing,missing,value_10,NaN,unknown
31.0,20.8,722.0,17.0,78.66,34.0,,1.0,,,2736.02,52.2,Budget,,?,BR,PC,Edge,F,Self-employed,,Bachelor's,20250113,2026-03-10 20:20:27,20261101,Great product!,,Twitter,Inactive,AST,,N/A,null,NaN,,unknown,value_9,value_6,missing,,null,N/A,null,value_1,unknown,NaN,???,,,???,N/A,N/A,missing,,null,NaN,,???,value_1,,
37.0,20.0,716.0,11.0,56.71,45.0,149.55,,,7.7,511.45,65.7,Enterprise,crypto,Trial,FR,Mobile (iOS),Chrome,M,Retired,Married,PhD,20241123,2026-01-20 20:20:27,20261211,👍,??,Twitter,NULL,PST,0,,unknown,unknown,,null,,null,null,N/A,???,missing,value_1,NaN,null,value_4,NaN,N/A,null,???,missing,null,null,value_6,null,N/A,missing,value_9,???,NaN,value_8
80.0,82.5,652.0,16.0,76.0,20.0,55.95,,,53.7,,7.5,null,PayPal,Free,FR,Android Phone,unknown,F,ft,separated,Bachelor's,20241214,2026-04-10 20:20:27,09/10/2026,WILL NEVER BUY AGAIN,FLASH50,,active?,,unsubscribed,,N/A,missing,???,,unknown,unknown,,N/A,,,missing,unknown,value_8,???,N/A,NaN,,???,null,missing,null,,,unknown,,N/A,,,
37.0,20.0,567.0,20.0,63.4,10.0,,0.0,1.0,34.0,208.48,47.2,Budget,PayPal,expired,US,Android Phone,Edge,,Unemployed,Married,bs,"Sep 25, 2024",invalid date,20260430,,,Email,active?,,1,value_3,,unknown,N/A,,missing,,missing,N/A,N/A,N/A,NaN,null,,null,N/A,value_1,missing,NaN,,,value_6,null,value_6,missing,,,,,NaN
30.0,113.5,632.0,14.0,16.51,109.0,163.04,8.0,1.0,48.2,603.64,56.1,null,,basic+,ES,laptop,chrome mobile,male,Full-time,Single,Associate,10/17/2025,2026-03-01 20:20:27,11/09/2025,NaN,WELCOME10,Twitter,deleted,,unsubscribed,unknown,N/A,???,,,N/A,,???,???,unknown,null,value_9,N/A,,missing,,???,,missing,N/A,NaN,value_8,N/A,???,???,unknown,NaN,null,NaN,
,203.4,682.0,14.0,,9.0,8.45,9.0,1.0,24.7,565.99,27.6,premium (legacy),,Pro,DE,PC,Chrome,M,Full-time,Divorced,,,2026-02-05 20:20:27,15/09/2026,NaN,INVALID,unknown,pending,CST,0,missing,unknown,N/A,,,value_7,N/A,,,value_10,missing,null,missing,value_10,NaN,missing,???,unknown,unknown,,null,,???,unknown,missing,,NaN,???,null,missing
54.0,,735.0,13.0,80.58,2.0,22.08,3.0,4.0,35.7,1860.35,10.3,null,crypto,Pro,DE,Android Phone,Firefox,FEMALE,pt,single (never married),High School,"Mar 23, 2026",invalid date,20260908,meh,FLASH50,Podcast,pending,HST,,value_4,,value_6,NaN,NaN,???,NaN,unknown,missing,N/A,null,,unknown,,null,???,???,unknown,N/A,missing,???,N/A,NaN,NaN,unknown,N/A,,,,null
55.0,20.0,,12.0,12.81,5.0,,0.0,,,,1.1,N/A,PayPal,NULL,US,,Edge,M,pt,,hs,20241222,invalid date,2025-12-08,meh,None,Google,NULL,PST,true,N/A,,???,missing,NaN,???,,null,N/A,unknown,NaN,missing,unknown,,unknown,null,missing,N/A,value_6,null,NaN,,,,value_4,N/A,,null,null,???
52.0,41.5,620.0,14.0,,109.0,77.0,0.0,8.0,44.4,,47.4,Budget,,NULL,FR,laptop,Firefox,NA,ft,Widowed,PhD,2024-11-29,2026-04-14 20:20:27,10/15/2026,Too expensive,FLASH50,,NULL,HST,false,NaN,null,unknown,,,value_2,NaN,null,NaN,???,N/A,,missing,???,,NaN,missing,???,,???,,???,missing,,,N/A,,missing,unknown,null
22.0,61.2,616.0,15.0,,12.0,,,3.0,,7761.65,,,NA,expired,FR,Tablet,safari (old),M,n/a,,Master's,04/30/2024,2026-02-28 20:20:27,26/01/2027,Could be better,??,Google,Active,PST,unsubscribed,???,value_2,???,value_1,???,unknown,N/A,null,,null,null,N/A,???,value_4,,null,,null,NaN,,NaN,,???,missing,N/A,unknown,missing,NaN,???,
,20.0,,16.0,53.0,125.0,31.42,3.0,116.0,,,73.9,Premium,,Trial,UK,Android Phone,Firefox,,?,Widowed,bs,2024-10-23,2026-04-06 20:20:27,20261208,meh,expired,N/A,pending,N/A,F,,missing,missing,null,,unknown,missing,value_2,missing,value_5,missing,N/A,missing,,N/A,unknown,value_4,unknown,missing,value_7,null,NaN,value_7,unknown,???,,value_2,N/A,unknown,NaN
55.0,,702.0,7.0,18.99,2.0,116.13,16.0,31.0,36.1,,59.1,premium (legacy),,Basic,??,laptop,Opera,MALE,Self-employed,Married,,20250731,2026-03-22 20:20:27,2026-01-14,★★★★☆,None,Google,Inactive,MST,,,value_4,,unknown,null,N/A,,???,,???,???,value_1,,value_8,missing,unknown,,value_10,N/A,N/A,null,missing,N/A,NaN,,N/A,,unknown,,
41.0,46.0,684.0,16.0,40.25,,86.67,0.0,2.0,31.7,,87.7,N/A,,Pro,ES,,Firefox,,ft,Widowed,phd,,2026-03-13 20:20:27,20251108,So-so,,Friend,Churned,UTC,0,value_5,null,missing,,null,???,N/A,missing,null,,NaN,NaN,null,N/A,missing,missing,NaN,value_7,,value_3,value_8,null,value_3,value_6,value_5,,value_8,missing,???,missing
32.0,20.1,583.0,11.0,,22.0,82.52,,,44.6,375.83,,Unknown,Credit Card,basic+,AU,Desktop,safari (old),female,pt,separated,High School,,2026-04-18 20:20:27,20251107,WILL NEVER BUY AGAIN,expired,,Inactive,CST,false,unknown,,,,unknown,,,,N/A,N/A,NaN,???,,value_5,null,,N/A,???,N/A,???,NaN,N/A,null,unknown,,???,value_8,,null,
60.0,145.3,676.0,15.0,77.24,53.0,17.7,1.0,,29.1,2735.96,92.3,Budget,NA,expired,AU,,Edge,,part-time,Widowed,High School,"Feb 08, 2025",2026-02-27 20:20:27,06/06/2026,👍,FLASH50,,Churned,PST,No,null,N/A,,N/A,,N/A,missing,N/A,,value_9,???,value_7,N/A,null,???,value_5,missing,missing,,missing,unknown,???,,value_1,,N/A,???,,missing,value_5
58.0,23.6,689.0,15.0,41.96,34.0,139.57,2.0,77.0,41.8,1365.16,9.5,null,,Pro,BR,Android Phone,safari (old),Non-binary,Part-time,Single,bs,"May 22, 2024",invalid date,09/05/2026,👍,expired,Friend,deleted,PST,No,value_10,value_3,,NaN,,NaN,,,null,,unknown,???,missing,,value_5,,???,???,NaN,unknown,null,N/A,null,,null,N/A,???,null,unknown,missing
22.0,20.0,632.0,19.0,47.06,97.0,60.96,2.0,2.0,19.0,,47.2,N/A,,basic+,CA,,Edge,F,Retired,,ms,2026-04-09,invalid date,NULL,👍,??,Podcast,Suspended,UTC,,null,,unknown,missing,missing,missing,N/A,???,null,???,unknown,null,,unknown,NaN,???,unknown,,N/A,,unknown,value_9,missing,value_3,,N/A,value_7,null,,null
33.0,69.6,656.0,14.0,70.96,6.0,42.63,9.0,4.0,36.7,1705.43,15.4,,crypto,Basic,jp,PC,Firefox,,Part-time,,Bachelor's,01/17/2025,2026-04-17 20:20:27,03/10/2026,👍,INVALID,,,EST,false,NaN,unknown,missing,,unknown,unknown,value_8,N/A,,value_10,unknown,value_7,N/A,N/A,unknown,NaN,,NaN,unknown,unknown,???,,null,???,NaN,N/A,null,unknown,NaN,missing
,92.6,677.0,21.0,5.26,6.0,40.03,1.0,3.0,47.7,,2.6,,Bank Transfer,?,br,Desktop,Opera,M,Part-time,NULL,bs,04/17/2026,2026-03-27 20:20:27,NULL,WILL NEVER BUY AGAIN,FLASH50,Google,Suspended,,false,???,,NaN,,N/A,N/A,???,,NaN,value_3,N/A,???,???,,???,missing,NaN,N/A,missing,,missing,value_4,unknown,null,unknown,unknown,null,missing,N/A,N/A
20.0,41.6,,14.0,,,7.91,2.0,2.0,14.0,150.0,71.5,null,Bank Transfer,?,US,laptop,Safari,M,Part-time,,phd,,2026-02-13 20:20:27,2027-01-10,,None,Google,,N/A,No,null,???,null,missing,null,missing,NaN,,???,null,unknown,N/A,N/A,null,null,,???,value_8,???,,unknown,value_8,null,NaN,???,value_9,???,null,,missing
33.0,48.3,668.0,18.0,,12.0,,2.0,9.0,58.0,357.81,47.1,premium (legacy),Cash,NULL,,Desktop,Firefox,,N/A,Single,hs,20250309,2026-02-03 20:20:27,20260331,NaN,??,Facebook,NULL,MST,subscribed,null,value_6,missing,unknown,NaN,,null,value_7,???,N/A,,missing,null,value_2,???,value_6,unknown,unknown,missing,,NaN,unknown,N/A,value_9,???,???,???,NaN,value_8,null
36.0,20.0,706.0,17.0,121.67,9.0,18.74,0.0,2.0,28.6,284.84,49.8,,Cash,NULL,IT,Tablet,unknown,F,N/A,Single,Some College,"Jan 29, 2026",2026-04-17 20:20:27,"Mar 01, 2027",Could be better,,Friend,Suspended,AST,true,null,null,,,missing,???,???,NaN,,missing,NaN,NaN,???,unknown,,value_9,null,missing,N/A,???,missing,null,unknown,,value_5,NaN,value_5,,,???
18.0,20.0,617.0,14.0,,100.0,20.9,0.0,14.0,42.4,779.58,67.9,Enterprise,crypto,Basic,N/A,Mobile,chrome mobile,MALE,?,single (never married),Associate,2026-02-26,2026-04-07 20:20:27,03/02/2027,Terrible support,??,Email,pending,PST,0,value_10,value_9,NaN,unknown,???,NaN,,,value_9,N/A,value_3,NaN,,missing,,value_9,N/A,N/A,,unknown,,unknown,,NaN,???,NaN,,unknown,,???
46.0,151.8,733.0,25.0,45.49,9.0,195.39,1.0,1.0,39.8,,42.8,N/A,PayPal,Enterprise,UK,,unknown,,ft,Single,,2025-05-19,invalid date,20251214,Good service,expired,Google,Active,N/A,unsubscribed,null,missing,missing,???,value_9,???,missing,value_10,NaN,NaN,missing,null,N/A,N/A,NaN,value_1,,,,missing,missing,???,???,NaN,N/A,NaN,NaN,N/A,value_9,unknown
39.0,267.9,638.0,18.0,,18.0,224.93,2.0,2.0,24.7,,68.9,premium (legacy),PayPal,basic+,UK,laptop,unknown,Non-binary,Unemployed,single (never married),bs,10/07/2025,2026-04-17 20:20:27,"Dec 11, 2026",Too expensive,expired,,NULL,,T,N/A,value_10,value_9,missing,NaN,,,N/A,,N/A,N/A,NaN,null,missing,???,NaN,value_8,missing,unknown,,N/A,value_5,missing,,unknown,unknown,???,???,value_8,value_7
,114.9,535.0,,,0.0,23.84,,200.0,18.0,121.08,61.1,Unknown,,Enterprise,CA,???,Chrome,,?,Single,,24/12/2025,2026-03-16 20:20:27,20260724,★★★★☆,,,Suspended,CST,F,N/A,,missing,unknown,missing,N/A,N/A,missing,???,value_9,N/A,,,unknown,???,unknown,,???,,N/A,N/A,???,missing,value_5,null,value_3,value_3,,N/A,NaN
,,558.0,14.0,5.0,4.0,75.47,0.0,1.0,34.5,7121.93,67.7,Budget,,Trial,UK,Mobile,Safari,,pt,Widowed,High School,09/03/2024,2026-02-21 20:20:27,11/08/2026,Good service,FLASH50,direct,NULL,,true,missing,unknown,,null,missing,,???,,value_7,value_5,null,unknown,,,???,null,unknown,NaN,NaN,unknown,value_3,unknown,,,NaN,N/A,,unknown,missing,null
,20.0,689.0,19.0,123.47,1.0,93.67,6.0,2.0,5.3,734.81,17.5,premium (legacy),Cash,Enterprise,US,Tablet,unknown,female,ft,Single,Master's,2026-02-05,invalid date,20260817,meh,WELCOME10,,Inactive,AST,Yes,missing,NaN,NaN,missing,,???,null,unknown,N/A,,null,missing,unknown,,unknown,null,NaN,missing,NaN,missing,,NaN,NaN,NaN,???,value_6,missing,,???,???
43.0,119.3,594.0,13.0,,65.0,42.62,,1.0,44.0,1997.62,99.9,Standard,,expired,FR,laptop,safari (old),MALE,ft,Married,bs,2025-04-10,2026-02-02 20:20:27,2026-08-23,N/A,SAVE20,Twitter,Suspended,PST,false,,N/A,value_9,null,value_9,null,unknown,unknown,,N/A,value_5,missing,N/A,,value_10,,,null,,N/A,???,,,unknown,???,N/A,null,missing,unknown,N/A
